"1001745.3"	"STREPTOCOCCUS PNEUMONIAE 07AR0125"	"STREPTOCOCCUS PNEUMONIAE 07AR0125"	1001745	"WGS"	"07AR0125"	"SEROTYPE 6C"			"MLST.STREPTOCOCCUS_PNEUMONIAE.1292"				"2011-04-11T00:00:00Z"	"21551297"	"PRJNA64979"	"SAMN02472135"	"GCA_000203715.2"		"AFBY00000000"	"-"	"YALE UNIVERSITY"	"ASSEMBLY"	"SOLEXA PAIRED-END SEQUENCING"	">30X"	"VELVET V. 0.7"			346	2024028	39.6	2008			"BLOOD SAMPLE FROM A PATIENT WITH MENINGITIS."	"BLOOD SAMPLE FROM A PATIENT WITH MENINGITIS."		"UNITED STATES"	"USA: MASSACHUSETTS"						"HUMAN, HOMO SAPIENS"														"-"			"HOST"	"MENINGITIS"	"PROJECT DESCRIPTION NOT PROVIDED."		98.6	97.9	96.4	0.3		"GOOD"	"2014-12-08T22:13:32.681Z"	"2015-03-16T03:17:09.594Z"
"615.731"	"SERRATIA MARCESCENS STRAIN CRE35"		615	"WGS"	"CRE35"					"GENOTYPE:BLASME"			"2018-08-16T00:00:00Z"		"PRJNA436373"	"SAMN08623809"	"GCA_003402775.1"		"PXKQ01000000"		"STANFORD HEALTHCARE"		"ILLUMINA HISEQ"	"100X"	"SPADES V. 3.8.0"			1558	5520845	59.44762	6228			"BLOOD"		2015	"UNITED STATES"	"USA: PALO ALTO, CALIFORNIA"						"HUMAN, HOMO SAPIENS"			"BACTERIAL INFECTIOUS DISEASE"																"CARBAPENEM-RESISTANT ENTEROBACTERIACEAE (CRE) ARE EMERGING AS A MAJOR HEALTH THREAT IN NORTH AMERICA. THE MECHANISM OF RESISTANCE TO CARBAPENEMS HAS THERAPEUTIC AND PUBLIC HEALTH IMPLICATIONS. THE AIM OF THIS STUDY WAS TO COMPREHENSIVELY CHARACTERIZE THE UNDERLYING MECHANISMS OF CARBAPENEM RESISTANCE IN CRE ISOLATES AT A HEALTH SYSTEM IN SILICON VALLEY, CALIFORNIA."	"COLLECTED_BY:STANFORD HEALTHCARE CLINICAL MICROBIOLOGY LABORATORY"	97.5	82.9	100	20.2	"TOO MANY CONTIGS"	"POOR"	"2018-09-30T21:09:31.178Z"	"2018-09-30T21:09:31.178Z"	
"615.98"	"SERRATIA MARCESCENS STRAIN NGS-ED-1015"		615	"WGS"	"NGS-ED-1015"								"2014-08-13T00:00:00Z"	"25212627"	"PRJNA255947"	"SAMN02947226"	"GCF_000739215.1"		"JPWM01000000"		"CORK INSTITUTE OF TECHNOLOGY"		"ILLUMINA MISEQ"	"117.0X"	"SPADES V. 3.10"			7	5122566	59.91	4919			"BLOOD"		2013	"UNITED KINGDOM"	"UNITED KINGDOM: EDINBURGH, ROYAL INFIRMARY EDINBURGH, NEONATAL UNIT"						"HUMAN, HOMO SAPIENS"		"NEONATE"	"BLOOD SEPSIS"			"HOST_HEALTH_STATE:SICK"													"CLOUDX-I IS A MAJOR RESEARCH PROJECT CONCERNED WITH DEVELOPING HOST PATHOGEN RESPONSE BIOMARKERS FOR INFECTION AND IS FUNDED UNDER THE EU FP7 MARIE CURIE ACTIONS IAPP PROGRAM. INFECTION IS A LEADING CAUSE OF MORBIDITY WORLDWIDE AND INCURS HUGE ECONOMIC COSTS FOR BOTH PATIENT DIAGNOSIS AND HOSPITALISATION. TRADITIONAL WET-LAB CULTURE TECHNIQUES OFTEN DO NOT RECOGNISE PARTICULAR BACTERIAL STRAINS SUCH AS THE RECENTLY IDENTIFIED CAMPYLOBACTER UREOLYTICUS NOR DO THEY INCORPORATE THE RESULTING HOST RESPONSE. IN SILICO MOLECULAR DETECTION METHODS FLAG SUCH BIOMARKERS AND CAN FACILITATE RAPID, EFFICIENT AND ACCURATE DIAGNOSIS. MAJOR CHALLENGES IN THE WIDESPREAD ADOPTION OF SUCH TECHNIQUES EXIST DUE TO INTER ALIA THEIR COMPLEX COMPUTATIONAL CHARACTERISTICS, THE NEED FOR SOFTWARE TOOLS THAT ARE USABLE FOR BOTH RESEARCHERS AND CLINICIANS AND THE NEED FOR SOFTWARE SOLUTIONS THAT ARE SECURE AND AUDITABLE, PROVIDING FULL TRACEABILITY AND PROVENANCE OF DATA. THEREFORE, THE PRINCIPAL SCIENTIFIC & TECHNOLOGICAL OBJECTIVE IS TO DEVELOP IN SILICO TECHNIQUES THAT CAN SUPPORT RAPID MOLECULAR DIAGNOSIS OF INFECTION AND TO EMBED THESE TECHNIQUES IN AN AFFICIENT, USABLE, AUDITABLE AND SECURE END TO END DIAGNOSTIC PROCESS."	"COLLECTED_BY:KAI KROPP;PASSAGE_HISTORY:>3 PASSAGES"	99	97.9	100	0.6		"GOOD"	"2016-01-17T15:38:30.142Z"	"2016-01-17T15:38:30.142Z"	
"61645.172"	"ENTEROBACTER ASBURIAE STRAIN CRK0005"		61645	"WGS"	"CRK0005"								"2018-11-14T00:00:00Z"		"PRJNA339843"	"SAMN06812669"			"NEYO02000000"		"JCVI"		"ILLUMINA NEXTSEQ 500"	"119.44X"	"SPADES V. 3.10.0"			24	4546950	56.003716	4388	4325		"BLOOD"		2014	"UNITED STATES"	"USA: UNKNOWN"						"HUMAN, HOMO SAPIENS"																			"CARBAPENEM-RESISTANT ENTEROBACTERIACEAE FROM US HOSPITALS WILL BE SEQUENCED AND COMPARED TO DETERMINE THE GENETIC RELATIONSHIPS AMONG RESISTANT STRAINS"	"COLLECTED_BY:DAVID VAN DUIN"	99.5	98.8				"GOOD"	"2018-11-28T14:16:10.917Z"	"2018-11-28T14:16:10.917Z"	
"61647.19"	"PLURALIBACTER GERGOVIAE STRAIN SN86A38"		61647	"WGS"	"SN86A38"								"2015-06-23T00:00:00Z"		"PRJNA285085"	"SAMN03737937"	"GCF_001038345.1"		"LDZN01000000"		"UCSF"		"NEXTERA PAIRED-END; ILLUMINA"	"60.0X"	"SPADES V. 3.5"			96	5407831	59.1	5313	4788		"BLOOD CULTURE"		2013	"UNITED STATES"	"USA: CA, SAN FRANCISCO"						"HUMAN, HOMO SAPIENS"			"VAP C/B BACTEREMIA"											"C"					"GENOME SEQUENCING OF PLURALIBACTER GERGOVIAE AT UCSF"	"COLLECTED_BY:UCSF"	98.9	95.8	97.9	2.1		"GOOD"	"2016-01-17T16:10:09.432Z"	"2016-01-17T16:10:09.432Z"	
"61647.21"	"PLURALIBACTER GERGOVIAE STRAIN SF84F43"		61647	"WGS"	"SF84F43"								"2015-06-23T00:00:00Z"		"PRJNA285085"	"SAMN03737876"	"GCF_001038385.1"		"LDZL01000000"		"UCSF"		"NEXTERA PAIRED-END; ILLUMINA"	"60.0X"	"SPADES V. 3.5"			89	5478808	58.99	5415	4832		"BLOOD CULTURE"		2009	"UNITED STATES"	"USA: CA, SAN FRANCISCO"						"HUMAN, HOMO SAPIENS"		"6"	"SEPSIS S/P LIVER TRANSPLANT X2"											"C"					"GENOME SEQUENCING OF PLURALIBACTER GERGOVIAE AT UCSF"	"COLLECTED_BY:UCSF"	99.2	96.4	97.9	2.1		"GOOD"	"2016-01-17T16:10:10.464Z"	"2016-01-17T16:10:10.464Z"	
"61647.29"	"PLURALIBACTER GERGOVIAE STRAIN 40874"		61647	"WGS"	"40874"								"2017-05-31T00:00:00Z"		"PRJNA339843"	"SAMN06218074"			"NDFB00000000"		"JCVI"		"ILLUMINA NEXTSEQ 500"	"174.9X"	"SPADES V. 3.1.1"			102	5539910	59.02	5502	5190		"BLOOD"		2013	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"			"NOT APPLICABLE"																"CARBAPENEM-RESISTANT ENTEROBACTERIACEAE FROM US HOSPITALS WILL BE SEQUENCED AND COMPARED TO DETERMINE THE GENETIC RELATIONSHIPS AMONG RESISTANT STRAINS"	"COLLECTED_BY:BARRY KREISWIRTH"	99.4	96.2	97.9	2.6		"GOOD"	"2017-07-22T02:11:24.707Z"	"2017-07-22T02:11:24.707Z"	
"630.133"	"YERSINIA ENTEROCOLITICA STRAIN ERL082399"		630	"WGS"	"ERL082399"	"O:9"			"MLST.YERSINIA_SPP.12"				"2015-06-14T00:00:00Z"		"PRJEB2116"	"SAMEA980178"	"GCF_001319385.1"	"ERR024866"	"CHDN01000000"		"SC"							106	4445973	46.89	4298	3942		"BLOOD"		2008	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.5	98.4	100	0.3		"GOOD"	"2016-01-17T17:16:44.624Z"	"2016-01-17T17:16:44.624Z"	
"630.134"	"YERSINIA ENTEROCOLITICA STRAIN ERL084574"		630	"WGS"	"ERL084574"	"O:3"			"MLST.YERSINIA_SPP.18"				"2015-06-13T00:00:00Z"		"PRJEB2116"	"SAMEA980176"	"GCF_001319365.1"	"ERR024864"	"CGHW01000000"		"SC"							104	4464070	46.92	4387	4038		"BLOOD"		2008	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.6	97.6	100	0.3		"GOOD"	"2016-01-17T17:16:44.324Z"	"2016-01-17T17:16:44.324Z"	
"630.148"	"YERSINIA ENTEROCOLITICA STRAIN WA"		630	"WGS"	"WA"	"O:8"							"2015-06-14T00:00:00Z"		"PRJEB2879"	"SAMEA1486425"	"GCF_001084885.1"	"ERR163909"	"CQCV01000000"		"SC"							81	4543384	47.17	4403	4068		"BLOOD"		NA	"BELGIUM"	"BELGIUM"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/ESCHERICHIA-COLI.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		100	99.9	100	0.3		"GOOD"	"2016-01-17T16:22:34.243Z"	"2016-01-17T16:22:34.243Z"	
"630.177"	"YERSINIA ENTEROCOLITICA STRAIN FDAARGOS_226"		630	"WGS"	"FDAARGOS_226"				"MLST.YERSINIA_SPP.136"		"FDA:FDAARGOS_226"		"2017-04-10T00:00:00Z"						"NBTD00000000"									1	4528688	47.29	4487	4134		"HUMAN BLOOD, URINE, CSF, AND FLUID OBTAINED FROM THE ANTERIOR CHAMBER OF THE EYE"		1968	"UNITED STATES"	"USA: MO"						"HUMAN, HOMO SAPIENS"																					100	98.7	100	2.8		"GOOD"	"2017-05-28T09:20:19.040Z"	"2017-05-28T09:20:19.040Z"	
"630.41"	"YERSINIA ENTEROCOLITICA STRAIN ERL032501"		630	"WGS"	"ERL032501"	"O:9"			"MLST.YERSINIA_SPP.12"				"2015-06-13T00:00:00Z"		"PRJEB2116"	"SAMEA980133"	"GCF_001090445.1"	"ERR024589"	"CPXH01000000"		"SC"							122	4515353	46.84	4403	4038		"BLOOD"		2003	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.5	98.3	100			"GOOD"	"2016-01-17T16:23:37.272Z"	"2016-01-17T16:23:37.272Z"	
"630.45"	"YERSINIA ENTEROCOLITICA STRAIN ERL073627"		630	"WGS"	"ERL073627"	"O:3"							"2015-06-13T00:00:00Z"		"PRJEB2116"	"SAMEA980213"	"GCF_001102185.1"	"ERR024579"	"CQAY01000000"		"SC"							123	4451450	46.92	4374	4031		"BLOOD"		2007	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.6	97.6	100	0.3		"GOOD"	"2016-01-17T16:25:37.600Z"	"2016-01-17T16:25:37.600Z"	
"630.54"	"YERSINIA ENTEROCOLITICA STRAIN ERL083523"		630	"WGS"	"ERL083523"	"O:9"			"MLST.YERSINIA_SPP.12"				"2015-06-12T00:00:00Z"		"PRJEB2116"	"SAMEA980215"	"GCF_001120245.1"	"ERR024577"	"CPWJ01000000"		"SC"							121	4441173	46.88	4281	3940		"BLOOD"		2008	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.5	98.4	100			"GOOD"	"2016-01-17T16:28:57.074Z"	"2016-01-17T16:28:57.074Z"	
"630.58"	"YERSINIA ENTEROCOLITICA STRAIN ERL032770"		630	"WGS"	"ERL032770"	"O:3"			"MLST.YERSINIA_SPP.18"				"2015-06-14T00:00:00Z"		"PRJEB2116"	"SAMEA980175"	"GCF_001125325.1"	"ERR024863"	"CQCZ01000000"		"SC"							114	4386001	46.96	4262	3947		"BLOOD"		2003	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.6	97.6	100			"GOOD"	"2016-01-17T16:29:48.580Z"	"2016-01-17T16:29:48.580Z"	
"630.60"	"YERSINIA ENTEROCOLITICA STRAIN ERL04757"		630	"WGS"	"ERL04757"	"O:3"							"2015-06-14T00:00:00Z"		"PRJEB2116"	"SAMEA980159"	"GCF_001135865.1"	"ERR024572"	"CQAR01000000"		"SC"							346	4408090	46.98	4411	3951		"BLOOD"		2004	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99	96.7	99.7	0.3		"GOOD"	"2016-01-17T16:31:45.492Z"	"2016-01-17T16:31:45.492Z"	
"630.64"	"YERSINIA ENTEROCOLITICA STRAIN ERL08109"		630	"WGS"	"ERL08109"	"O:3"			"MLST.YERSINIA_SPP.18"				"2015-06-14T00:00:00Z"		"PRJEB2116"	"SAMEA980131"	"GCF_001149865.1"	"ERR024580"	"CQAU01000000"		"SC"							119	4451835	46.91	4368	4024		"BLOOD"		2008	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.6	97.5	100	0.3		"GOOD"	"2016-01-17T16:34:08.169Z"	"2016-01-17T16:34:08.169Z"	
"630.66"	"YERSINIA ENTEROCOLITICA STRAIN ERL082756"		630	"WGS"	"ERL082756"	"O:9"			"MLST.YERSINIA_SPP.12"				"2015-06-13T00:00:00Z"		"PRJEB2116"	"SAMEA980218"	"GCF_001150845.1"	"ERR024574"	"CPYM01000000"		"SC"							116	4522579	46.85	4403	4050		"BLOOD"		2008	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.5	98.4	100			"GOOD"	"2016-01-17T16:34:18.394Z"	"2016-01-17T16:34:18.394Z"	
"630.71"	"YERSINIA ENTEROCOLITICA STRAIN ERL063683"		630	"WGS"	"ERL063683"				"MLST.YERSINIA_SPP.18"				"2015-06-13T00:00:00Z"		"PRJEB2116"	"SAMEA980179"	"GCF_001170365.1"	"ERR024867"	"CQBT01000000"		"SC"							117	4452661	46.92	4375	4032		"BLOOD"		2006	"NEW ZEALAND"	"NEW ZEALAND"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:NOT KNOWN"													"FOR FURTHER INFORMATION ON THIS STUDY PLEASE SEE HTTP://WWW.SANGER.AC.UK/RESOURCES/DOWNLOADS/BACTERIA/YERSINIA.HTML THIS DATA IS PART OF A PRE-PUBLICATION RELEASE. FOR INFORMATION ON THE PROPER USE OF PRE-PUBLICATION DATA SHARED BY THE WELLCOME TRUST SANGER INSTITUTE (INCLUDING DETAILS OF ANY PUBLICATION MORATORIA), PLEASE SEE HTTP://WWW.SANGER.AC.UK/DATASHARING/"		99.6	97.6	100			"GOOD"	"2016-01-17T16:37:26.604Z"	"2016-01-17T16:37:26.604Z"	
"636.16"	"EDWARDSIELLA TARDA STRAIN FDAARGOS_370"		636	"WGS"	"FDAARGOS_370"				"MLST.EDWARDSIELLA_SPP.6"		"FDA:FDAARGOS_370"		"2017-10-16T00:00:00Z"		"PRJNA231221"	"SAMN07312414"	"GCA_002554415.1"		"PDDV01000000"		"US FOOD AND DRUG ADMINISTRATION"		"PACBIO; ILLUMINA"	"11.38X"	"SMRT V. 2.3.0; HGAP V. 3"			15	4238362	56.67	4134	3816		"BLOOD"		2014	"UNITED STATES"	"USA: DC"						"HUMAN, HOMO SAPIENS"	"MALE"	"52Y"																	"IN MAY 2014, THE FDA AND COLLABORATORS ESTABLISHED A PUBLICLY AVAILABLE DATABASE FOR REFERENCE GRADE MICROBIAL SEQUENCES CALLED FDA-ARGOS. WITH FUNDING SUPPORT FROM FDA’S OFFICE OF COUNTERTERRORISM AND EMERGING THREATS (OCET) AND DOD, THE FDA-ARGOS TEAM ARE INITIALLY COLLECTING AND SEQUENCING 2000 MICROBES THAT INCLUDE BIOTHREAT MICROORGANISMS, COMMON CLINICAL PATHOGENS AND CLOSELY RELATED SPECIES. CURRENTLY, FDA-ARGOS MICROBIAL GENOMES ARE GENERATED IN 3 PHASES. GENERALLY: •PHASE 1 ENTAILS COLLECTION OF A PREVIOUSLY IDENTIFIED MICROBE AND NUCLEIC ACID EXTRACTION. •PHASE 2, THE MICROBIAL NUCLEIC ACIDS ARE SEQUENCED AND DE NOVO ASSEMBLED USING ILLUMINA AND PAC BIOSEQUENCING PLATFORMS AT THE INSTITUTE FOR GENOME SCIENCES DISCLAIMER ICON AT THE UNIVERSITY OF MARYLAND (UMD-IGS). •PHASE 3, THE ASSEMBLED GENOMES ARE VETTED BY AN ID-NGS SUBJECT MATTER EXPERT WORKING GROUP CONSISTING OF FDA PERSONNEL AND COLLABORATORS AND THE DATA ARE DEPOSITED IN NCBI DATABASES. THE FDA-ARGOS GENOMES MEET THE QUALITY METRICS FOR REFERENCE-GRADE GENOMES FOR REGULATORY USE. FDA-ARGOS REFERENCE GENOMES HAVE BEEN DE NOVO ASSEMBLED WITH HIGH DEPTH OF BASE COVERAGE AND PLACED WITHIN A PRE-ESTABLISHED PHYLOGENETIC TREE. EACH MICROBIAL ISOLATE IN THE DATABASE IS COVERED AT A MINIMUM OF 20X OVER 95 PERCENT OF THE ASSEMBLED CORE GENOME. FURTHERMORE, SAMPLE SPECIFIC METADATA, RAW READS, ASSEMBLIES, ANNOTATION AND DETAILS OF THE BIOINFORMATICS PIPELINE ARE AVAILABLE."	"COLLECTED_BY:GEROGE WASHINGTON UNIVERSITY"	99.7	96.1	95.2	2.5		"GOOD"	"2017-11-24T15:30:14.147Z"	"2017-11-24T15:30:14.147Z"	
"644.123"	"AEROMONAS HYDROPHILA STRAIN AH-HSP"		644	"PLASMID"	"AH-HSP"								"2017-02-06T00:00:00Z"		"PRJNA361399"	"SAMN06233223"	"GCA_001982465.1"		"MTPO01000000"		"UNIVERSITY OF SAO PAULO"		"ILLUMINA NEXTSEQ"	"500.0X"	"VELVET V. 1.1.12"		1	1	119875	51.97	168	159		"BLOOD"	"ISOLATED DURING A NOSOCOMIAL SURVEILLANCE STUDY, IN BRAZIL"	2007	"BRAZIL"	"BRAZIL"						"HUMAN, HOMO SAPIENS"			"BLOODSTREAM INFECTION"																"AEROMONAS HYDROPHILA IS AN IMPORTANT HUMAN PATHOGEN, AND THIS STRAIN HAS BEEN ISOLATED DURING A NOSOCOMIAL SURVEILLANCE STUDY, IN BRAZIL."	"COLLECTED_BY:HOSPITAL SAO PAULO"							"2017-12-29T18:21:41.132Z"	"2017-12-29T18:21:41.132Z"	
"644.84"	"AEROMONAS HYDROPHILA STRAIN AH-HSP"		644	"WGS"	"AH-HSP"				"MLST.AEROMONAS_SPP.508"				"2017-02-06T00:00:00Z"		"PRJNA361399"	"SAMN06233223"	"GCF_001982465.1"		"CM007660,MTPO00000000"		"UNIVERSITY OF SAO PAULO"		"ILLUMINA NEXTSEQ"	"500.0X"	"VELVET V. 1.1.12"		1	174	5028498	61.13	4951	4694		"BLOOD"	"ISOLATED DURING A NOSOCOMIAL SURVEILLANCE STUDY, IN BRAZIL"	2007	"BRAZIL"	"BRAZIL"						"HUMAN, HOMO SAPIENS"			"BLOODSTREAM INFECTION"																"AEROMONAS HYDROPHILA IS AN IMPORTANT HUMAN PATHOGEN, AND THIS STRAIN HAS BEEN ISOLATED DURING A NOSOCOMIAL SURVEILLANCE STUDY, IN BRAZIL."	"COLLECTED_BY:HOSPITAL SAO PAULO"	99.5	98.1	100	1.6		"GOOD"	"2017-03-20T07:15:04.422Z"	"2017-03-20T07:15:04.422Z"	
"651561.9"	"CHRYSEOBACTERIUM ARTHROSPHAERAE STRAIN ED882-96"		651561	"COMPLETE"	"ED882-96"								"2018-12-28T00:00:00Z"		"PRJNA509735"	"SAMN10587506"	"GCA_003971085.1"		"RYFC01000000"		"E-DA HOSPITAL, I-SHOU UNIVERSITY"		"PACBIO RSII"	"309.0X"	"SOAPDENOVO V. 2.04"	2	1	3	4685531	38.287613	9102	4601		"BLOOD"		2016		"TAIWAN"						"HUMAN, HOMO SAPIENS"			"LIVER CIRRHOSIS"																"THIS ISOLATE WAS OBTAINED FROM THE BLOOD OF A PATIENT WITH LIVER CIRRHOSIS IN TAIWAN. THE GOAL OF THIS STUDY IS TO UNDERSTAND THE GENES ASSOCIATED WITH VIRULENCE FACTOR, DRUG RESISTANCE, AND HOST-PATHOGEN INTERACTION."	"COLLECTED_BY:E-DA HOSPITAL"	88.1	78.9			"LOW FINE CONSISTENCY SCORE;ABNORMAL CDS RATIO"	"POOR"	"2019-01-31T19:46:21.939Z"	"2019-01-31T19:46:21.939Z"	
"666.3371"	"VIBRIO CHOLERAE STRAIN NMH2016"		666	"WGS"	"NMH2016"				"MLST.VIBRIO_CHOLERAE.438"				"2017-08-14T00:00:00Z"		"PRJNA396740"	"SAMN07451865"	"GCA_002251495.1"		"NPOK00000000"		"NORTHWESTERN UNIVERSITY FEINBERG SCHOOL OF MEDICINE"		"ILLUMINA HISEQ"	"109X"	"SPADES V. 3.10.0"			125	3754606	47.54	3702	3601		"BLOOD"		2016	"UNITED STATES"	"UNITED STATES"						"HUMAN, HOMO SAPIENS"			"BACTEREMIA"																"CHOLERA AND OTHER VIBRIO ILLNESS SURVEILLANCE ISOLATES"	"COLLECTED_BY:NORTHWESTERN MEMORIAL HOSPITAL"	96.6	95.9	94.2	1.3		"GOOD"	"2017-09-28T20:18:07.901Z"	"2017-09-28T20:18:07.901Z"	
"666.3619"	"VIBRIO CHOLERAE STRAIN VIBRIO CHOLERAE STR. BC1071"		666	"COMPLETE"	"VIBRIO CHOLERAE STR. BC1071"				"MLST.VIBRIO_CHOLERAE.514"				"2017-12-20T00:00:00Z"		"PRJEB20589"	"SAMEA104115281"	"GCA_900185995.1"		"LT897797,LT897798"		"LEIBNIZ-INSTITUT DSMZ-DEUTSCHE SAMMLUNG VON MIKRO"					2		2	4194576	47.516125	3874	3689		"PATIENT BLOOD"		2016	"GERMANY"	"GERMANY"						"HUMAN, HOMO SAPIENS"						"HOST_HEALTH_STATE:DISEASED"													"GENOME SEQUENCING OF VIBRIO CHOLERAE STRAIN BK1071-16"		99.9	99.4	100	0.4		"GOOD"	"2018-05-30T11:25:11.133Z"	"2018-05-30T11:25:11.133Z"	
